"year","TaxonName","CommonName","Resilience","fao_rgn","stock_id","TaxonKey","tons"
1987,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,12061.620518
1988,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,10957.473194
1989,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,14740.144082
1990,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,7833.925268
1991,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,7233.121866
1992,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,7033.692794
1993,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,10123.28081
1994,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,8232.226906
1995,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,11395.414318
1996,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,11222.632152
1997,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,9503.787614
1998,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,5450.077348
1999,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,6613.233464
2000,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,4374.267826
2001,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,5069.775406
2002,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,3750.12481
2003,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,4180.405844
2004,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,5296.41048
2005,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,6203.310824
2006,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,4628.735092
2007,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,4626.248974
2008,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,4702.235556
2009,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,4822.21474
2010,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,4308.297214
2011,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,3875.435994
2012,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,2225.177394
2013,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,2583.623898
2014,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,1937.496979
2015,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,1985.2024726
2016,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,1231.847483
2017,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,1185.4643576
2018,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,795.6566084
2019,"Acanthistius brasilianus","Argentine seabass","Medium",41,"Acanthistius_brasilianus-41",600351,1056.9480454
1950,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1937.6982394
1951,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1920.8481163
1952,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1905.815711
1953,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1836.0266489
1954,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1923.6683175
1955,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1905.1564328
1956,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1873.9263297
1957,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1854.2322627
1958,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1883.4316892
1959,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1833.4823669
1960,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1899.2557978
1961,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1893.6101972
1962,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1884.3777098
1963,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1967.8194966
1964,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1838.7919138
1965,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1835.8907588
1966,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,2047.8993122
1967,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1929.7891472
1968,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1936.2094124
1969,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1939.2745226
1970,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1923.4565496
1971,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1928.7571952
1972,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1991.1321152
1973,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1960.7782062
1974,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,2016.8110854
1975,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,2107.7467656
1976,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,2135.8849472
1977,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,2128.8579658
1978,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,2128.830984
1979,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,2172.0852834
1980,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,2368.7109528
1981,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,2316.6791142
1982,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,2266.7199478
1983,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,2207.0343558
1984,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,2035.5789936
1985,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,2012.4039116
1986,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,2055.227828
1987,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,2022.992787
1988,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,2075.572459
1989,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,2035.958939
1990,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,2039.7478208
1991,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,2162.4430998
1992,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,2023.7660314
1993,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,2072.689042
1994,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,2330.7551952
1995,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,2259.207736
1996,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,2014.6342516
1997,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1867.7505552
1998,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1721.1160092
1999,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1881.1108348
2000,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1617.1271962
2001,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1590.4341282
2002,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1320.7552174
2003,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1211.0831558
2004,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1179.2796052
2005,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1075.4546758
2006,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1222.961721
2007,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,1080.0860258
2008,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,987.0830456
2009,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,964.2627906
2010,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,71.26081
2011,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,68.47877
2012,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,70.23176
2013,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,360.3222012
2014,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,696.786343
2015,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,702.7307396
2016,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,863.6242138
2017,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,234.4381416
2018,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,138.98356688
2019,"Acanthocardia tuberculata","Tuberculate cockle",NA,37,"Acanthocardia_tuberculata-37",690752,229.7150097
1950,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,387.330230472109
1951,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,463.072221609671
1952,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,536.03524844525
1953,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,513.948278766788
1954,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,559.618975456702
1955,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,639.120870226575
1956,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,648.248892804206
1957,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,717.994616511779
1958,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,825.845438481452
1959,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,914.404083563656
1960,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,1089.9958548005
1961,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,1237.8038816457
1962,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,1325.1893906137
1963,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,1396.7680444377
1964,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,1482.6955160857
1965,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,1607.9377621856
1966,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,1691.0616716372
1967,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,1906.7474412755
1968,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,2158.237779898
1969,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,2026.5304775302
1970,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,2423.1007193015
1971,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,2388.8217557495
1972,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,2580.6829180937
1973,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,2365.6705619488
1974,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,2582.83352613602
1975,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,2361.9907810316
1976,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,2551.49573270319
1977,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,2746.2333964132
1978,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,2943.18345849
1979,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,3495.1489648058
1980,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,3494.2891440794
1981,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,4629.2570658652
1982,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,3734.4409039934
1983,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,3708.1030428526
1984,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,3674.8860346746
1985,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,3947.7188555763
1986,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,3242.7870807458
1987,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,3488.640524666
1988,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,3856.2277168688
1989,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,3008.9982746872
1990,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,3381.9220405604
1991,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,4292.686621056
1992,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,5052.2248708376
1993,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,5135.1918362681
1994,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,4640.49894798496
1995,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,4943.8279537336
1996,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,4958.23323748226
1997,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,5344.6334155798
1998,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,4623.86611091
1999,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,5505.7674596014
2000,"Acanthocybium solandri","Wahoo","Medium",31,"Acanthocybium_solandri-31",600089,4006.997420264
