product,rgn_id,year,pressure_score
corals,5,2001,0
corals,5,2002,0
corals,5,2003,0
corals,5,2004,0
corals,5,2005,0
corals,5,2006,0
corals,5,2007,0
corals,5,2008,0
corals,5,2009,0
corals,5,2010,0
corals,5,2011,5.9042697315011995e-6
corals,5,2012,1.77128091945036e-5
corals,5,2013,1.77128091945036e-5
corals,5,2014,1.77128091945036e-5
corals,5,2015,1.1808539463002399e-5
corals,5,2016,0
corals,5,2017,0
corals,5,2018,0
corals,5,2019,0
corals,5,2020,0
corals,5,2021,0
corals,5,2022,0
corals,6,1998,0.005100521118348963
corals,6,1999,0.007446760832789484
corals,6,2000,0.0049645072218596565
corals,6,2001,0.005814594074917817
corals,6,2002,0.007548771255156464
corals,6,2003,0.008313849422908809
corals,6,2004,0.010150037025514435
corals,6,2005,0.010303052659064903
corals,6,2006,0.007854802522257402
corals,6,2007,0.004743484640064534
corals,6,2008,0.003417349149293805
corals,6,2009,0.002499255347990991
corals,6,2010,0.0028052866150919294
corals,6,2011,0.0030093074598258876
corals,6,2012,0.003723380416394742
corals,6,2013,0.0029072970374589085
corals,6,2014,0.004284437739413128
corals,6,2015,0.005661578441367348
corals,6,2016,0.006273640975569223
corals,6,2017,0.0073957556216059945
corals,6,2018,0.005151526329532452
corals,6,2019,0.003468354360477294
corals,6,2020,0.0016321667578716678
corals,6,2021,0
corals,6,2022,0
corals,7,1998,0.014691536247959255
corals,7,1999,0.011817105242923748
corals,7,2000,0.009994753559992742
corals,7,2001,0.00883934501875298
corals,7,2002,0.007665149346761351
corals,7,2003,0.006800941332175512
corals,7,2004,0.0072236517740924995
corals,7,2005,0.00852935736134719
corals,7,2006,0.009581436683451688
corals,7,2007,0.011939221592810878
corals,7,2008,0.01274706821514112
corals,7,2009,0.012728281084389254
corals,7,2010,0.01141318193175863
corals,7,2011,0.01104683288209724
corals,7,2012,0.00949689459506829
corals,7,2013,0.008341486053828529
corals,7,2014,0.007655755781385418
corals,7,2015,0.004884653995485175
corals,7,2016,0.00400165885014747
corals,7,2017,0.0029683666587948373
corals,7,2018,0.002000829425073735
corals,7,2019,0.0014090348063899541
corals,7,2020,0.0010238986259767
corals,7,2021,5.824010533078477e-4
corals,7,2022,0
corals,8,1998,0.01443981669614523
corals,8,1999,0.012707038692607801
corals,8,2000,0.010396668021224565
corals,8,2001,0.007797501015918424
corals,8,2002,0.004187546841882116
corals,8,2003,0.0016605789200567014
corals,8,2004,2.1659725044217843e-4
corals,8,2005,0.004187546841882116
corals,8,2006,0.005631528511496639
corals,8,2007,0.0054871303445351875
corals,8,2008,0.012418242358684895
corals,8,2009,0.008447292767244959
corals,8,2010,0.007003311097630436
corals,8,2011,0.009241482685532945
corals,8,2012,0.0023103706713832363
corals,8,2013,0.0023103706713832363
corals,8,2014,0.0023103706713832363
corals,8,2015,0
corals,8,2016,0
corals,8,2017,0
corals,8,2018,0
corals,8,2019,0
corals,8,2020,0
corals,8,2021,0
corals,8,2022,0
corals,9,1998,0.0011720875920646202
corals,9,1999,0.0015778102200869888
corals,9,2000,0.001292301704071248
corals,9,2001,0.0011946277380658632
corals,9,2002,0.0012171678840671057
corals,9,2003,7.550948910416303e-4
corals,9,2004,5.747737230316888e-4
corals,9,2005,0.0010819270080596494
corals,9,2006,0.0024681459871360753
